text,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_label_short,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
"Probably took a lot of drugs.
Methamphetamine
Morphine
Etc",True,True,True,True,T,T,T,T,T,"['Morphine', 'Methamphetamine']","['other', 'Morphine', 'Methamphetamine']","['other', 'Morphine', 'Methamphetamine']",T,"['methamphetamine', 'morphine']","['methamphetamine', 'morphine']","['methamphetamine', 'morphine']","['methamphetamine', 'morphine']","['methamphetamine', 'morphine']"
I'll let you know soon. I prob won't crack it open for a few days or a week. We have guests arriving on the 8th! :D,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Apparently FV casted her to be the ""heroin"" of  every story WATCH Carly will be the one who will knock out Harmony & save Alexis from getting killed",False,False,True,True,F,T,F,F,F,['other'],['other'],['other'],F,[],[],[],[],[]
Kittery adult-use marijuana shop at the Outlet Mall receives Planning Board approval,False,False,False,False,F,F,F,F,T,['Marijuana'],,"['CBD', 'Marijuana']",F,[],[],[],[],[]
"I say everything Triple Times
333..... — listening to Codeine Crazy [Prod. by TM-88]",True,True,True,True,F,T,T,T,F,['Codeine'],['Codeine'],['Codeine'],T,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
#NCB found someone's #son but why would is surprised as #wife is a full high all time and #dealer big fish 🎣 and #NCB staff 🤳 with celebrity,True,True,True,True,T,T,T,T,T,,['other'],['other'],T,[],[],[],[],[]
"I actually wanted to say I changed my mind and I wanted to swap Snowbirds for the very next issue, the second part of the Speedy on heroin arc…

…but now I actually can't decide which of those two I like best.

So it might actually be a four-way tie.",False,False,True,False,F,F,F,T,T,['other'],,['other'],T,['amphetamine'],[],[],['amphetamine'],[]
If u can't bring nothing to the table i don't want nothing with you ✌,False,False,False,False,F,F,F,F,F,,,['other'],F,['methamphetamine'],['methamphetamine'],[],[],[]
Him and Davison getting arrested over this Kinahan shit would be tremendous. They'd both grass in a heartbeat. Davison would be first to crack.,False,False,False,True,F,F,T,T,F,,,['other'],T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
Suit Claims Cephalon's Actiq Is Fatal to Teeth | BNET Pharma Blog | BNET:,False,False,False,False,F,F,F,F,T,['Fentanyl'],,['other'],F,['fentanyl'],[],[],['fentanyl'],['fentanyl']
"I got morphine in the hospital and I was so out of it, having sepsis and renal failure, that it just didn't feel like anything. Except for when they tried to put a tube up my nose to my stomach, which I refused. They just carted me in.",False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],"['other', 'Morphine']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Mom 'forced son, 6, to overdose on meth, cocaine and other drugs so she could collect $100,000 insurance payout'",True,True,True,True,T,T,F,T,T,"['other', 'Methamphetamine']","['other', 'Cocaine', 'Methamphetamine']","['other', 'Cocaine', 'Methamphetamine']",T,['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine']
"2) Drug overdose. Opioids affect your breathing. When you take too high a dose, it can slow down your breathing to the point that your body does not take in enough oxygen.",False,False,False,False,F,F,F,F,T,['other'],,['Opioids'],F,['oxycodone'],[],[],['hydrocodone'],[]
"tw// drugs

MORPHINE?? I CALL THIS LADY AND SHE GOES ""LET ME PRESCRIBE U A COUPLE TABLETS OF MORPHINE"" LIKE OKAY UM THANKS???",False,True,True,False,F,T,T,T,T,['Morphine'],"['other', 'Morphine']","['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
crazy how people really considered doing heroin... AND DID IT.,True,True,True,True,T,T,T,T,T,['other'],['other'],['Heroin'],T,['fentanyl'],['fentanyl'],[],[],[]
I'll be friends with a nigga who deals CRACK before I'm friends with a fent dealer,True,True,True,True,T,T,T,T,T,"['other', 'Fentanyl']","['other', 'Fentanyl']",['other'],T,['fentanyl'],['fentanyl'],[],['fentanyl'],[]
It's crazy that heroin in all forms is legal now,True,True,False,False,F,F,T,F,T,['other'],['other'],['other'],F,['fentanyl'],['fentanyl'],[],[],[]
what does one wear to an industry (budtender) appreciation event hosted by a cannabis brand (timeless),False,True,False,False,F,F,T,F,T,['Marijuana'],,['CBD'],F,[],[],[],[],[]
So first getting a vaccine is more important than going to the ER for a heart attack??? Or do you have data that stopping heroin use is less beneficial than getting a vaccine?,False,True,False,False,F,T,F,T,T,['other'],,['other'],T,[],[],[],[],[]
"They say scrap NASS that provide checks for executive recklessness but give PMB special power, too much codeine is dangerous to reasoning",False,False,True,False,F,F,F,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Effect of Sustained-Release Morphine on Patients With COPD and Refractory Breathlessness,False,False,False,False,F,F,F,F,T,['Morphine'],,['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
my first ever photocard was Suho from their overdose album which is 6 years ago omg i feel so old kahit 18 palang ako..... when it comes to girlgroup is Apink's Hayoung pc from Une Annee and yes I am a pink panda up until now and i miss my og girlies!,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Cannabis Business Association of Illinois executive director Pamela Althoff summed up the state of the state's legal recreational-use cannabis industry in one word: ""Halted.""",False,False,False,False,F,F,F,F,T,['Marijuana'],,['other'],F,[],[],[],[],[]
The market had already been on hospice for months; the Russia/Ukraine situation is just the morphine to help speed up the process.,False,False,True,True,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],F,"['methamphetamine', 'morphine']","['methamphetamine', 'morphine']","['methamphetamine', 'morphine']",['morphine'],['morphine']
"Yes- totally with you. Managing pain since March has taken its toll on all of us. I'm starting to imagine what a 'Long COVID blow out party' might look like? Zero gravity recliners, classical music, pain killers & morphine.",True,True,True,True,T,T,T,T,F,"['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']",T,"['oxymorphone', 'morphine']","['morphine', 'oxycodone']",['morphine'],"['oxymorphone', 'morphine']",['morphine']
"so an overdose and a heart attack wasn't good enough apparently. Gotta give the bastard covid too. 

Christ, DMX. i wanna think you'll be fine, but.... WOW.",True,False,False,False,T,F,F,T,F,,,['other'],T,[],[],[],[],[]
Over here in the ER high asf off of morphine.... 😊,True,True,True,False,T,T,T,T,T,['Morphine'],"['other', 'Morphine']",['Morphine'],T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"""Put codeine on a salad"" -Two Chains      Most ignant lyric of 2016",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"PARENTS SWITCH FROM DEADLY CARCINOGENIC HARMFUL DRUGS LIKE ALCOHOL WHICH CAUSES SO MUCH HARM AND VIOLENCE, OVER TO SAFE MEDICINAL DRUG IN CANNABIS 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸😎",True,False,True,False,T,F,F,F,T,"['other', 'Marijuana']",['Marijuana'],['CBD'],F,['methamphetamine'],[],[],[],[]
It burns when i pee that's how i know my D is hot 🔥,False,False,False,False,F,T,T,T,T,,,['other'],T,[],[],[],[],[]
It's similar to the Halloween urban legend that people are putting drugs in sweets to give to kids completely ignoring that making heroin gummy bears is a lot of hassle and not worth it.,False,False,False,False,T,F,F,F,T,['other'],,"['other', 'Heroin']",F,"['delta-9-thc-cooh', 'mdma']","['delta-9-thc-cooh', 'mdma']",[],[],[]
Get me a caesar's salad wif croutons and codeine dressing. Oh and a diet codeine. #DanielSonNecklaceDon,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Bella Thorne in her alleged heroin addict era or Dasha.,True,True,True,False,T,T,T,T,T,['other'],['other'],['Heroin'],T,[],[],[],[],[]
Vote Up Loudiene - Codeine & Crablegs Hosted by DJ Scream,True,True,True,True,T,T,T,T,F,['Codeine'],"['Codeine', 'other']","['Codeine', 'other']",T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Coming from my con sketching experience, I thrive at doing something different rather than drawing Harley Quinn and Deadpool over and over again. I want to give fellow artists that chance to draw something they're not used to or been dying to take a crack at.",False,False,False,False,F,F,F,F,T,,,,F,[],[],[],[],[]
I knew he was smoking crack just like the idiots being happy about this shit 😑🤡,True,True,True,True,T,T,T,T,T,['other'],['other'],['Cocaine'],T,[],[],[],[],[]
"Codeine crazy, codeine crazy
All this motherfucking money got me going codeine crazy",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
Ice Cream by Paradise Seeds - #legal #cannabis seeds amsterdam --,True,False,False,False,T,F,F,F,T,['Marijuana'],,['CBD'],F,['methamphetamine'],['methamphetamine'],[],['methamphetamine'],[]
If you don't like codeine crazy by future your not a true fan. I can't never skip that song,False,False,True,True,F,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"I saw the thing about PlayStation having demos on the highest tier of psplus and I'm shaking my head, remember when demos used to be fucking free? X3",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
THIS is LITERALLY my favorite song and will forever be 😩💕💕 forget my other favs Codeine Crazy permanent 😂💜,False,True,True,True,F,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
okay But the death that hit me Hardest was definitely Prince :( that one is Incredibly sad. the way he was publicly So against drugs but he died of an overdose,False,False,True,False,F,F,T,T,T,['other'],,['other'],T,[],[],[],[],[]
That's great just what we need more people high dumbed down on roads and at places of work. Just love the direction this country and world is going in.,False,False,True,True,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
"Codeine got me movin @ a turtle pace I show love idk why niggas hate #AllThatHating ‼️
1k plays already ‼️👟💩
GO LISTEN",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"— 

kisuke into the world of the living. 

thought process was cut short when the male decided to crack a joke. her hand balled up into a fist. 

""I was not referring myself to a gremlin but I can show you how one would treat old shopkeepers."" 

opting to be kind, she flicked —",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Happy 4/20. Blaze it, then fork over some dough to  to help get folks imprisoned on cannabis-related charges clemency and rebuild their lives",True,True,True,True,T,T,F,T,T,['Marijuana'],,['Cannabidiol'],T,[],[],[],[],[]
"And concurrently, educate all Americans (including doctors) on the human body's Endocannabinoid system and how cannabis works medicinally and helping to treat certain cancers while having no toxic effect on healthy cells.",False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],F,[],[],[],[],[]
"Report: Rolando McClain struggling with codeine addiction, has gained 40 pounds Bad News #RTR 🅰",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"This reminds me of the crack epidemic. There's a good documentary on Netflix about how the government was allowing it into the country for….money. *GASP* 

It's called Crack: Cocaine, Corruption, and Conspiracy. It's a good watch.

Fentanyl is the new crack. Fight me.",True,True,True,True,F,F,F,F,T,"['other', 'Fentanyl']","['other', 'Fentanyl']","['other', 'Fentanyl']",F,['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
"They balanced it by trying to offer free crack pipes, remember?",True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
I'm like ma'am please give me all the Oxy and Morphine. Fuck that Tylenol lol.,True,True,True,True,T,T,T,T,T,"['Oxycodone', 'other', 'Morphine']","['Oxycodone', 'other', 'Morphine']","['Oxycodone', 'other', 'Morphine']",T,"['morphine', 'oxycodone']","['morphine', 'oxycodone']",['morphine'],"['morphine', 'oxycodone']",['morphine']
Forensic pathologist ruled out drug overdose as Floyd's cause of death,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Thank you 💗. You too. 
I'm about to take some morphine & move my sorry little vaudeville to the guest bedroom. 😁 I hope you get some relief today.",False,True,True,False,F,T,T,F,F,['Morphine'],['Morphine'],"['other', 'Morphine']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Kidney stone pain has been compared to child birth pain.  I handled kidney stone pain really well.  I went to the emergency room at the hospital and begged for morphine IVs.😂😂😂😂,False,True,False,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Hundreds get card for clinical cannabis, even while it's not for sale in #Missouri nevertheless",False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],F,[],[],[],[],[]
Had a super dope time at Locrate earlier today and got to see a lot of my buddies .... Now to get to my Benelyin with Codeine,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']","['Codeine', 'other']",['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
codeine crazy is one of my favorite future songs 🙌🏽,False,False,True,False,F,F,F,F,F,['Codeine'],['Codeine'],['Codeine'],F,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
just found out cheese addiction is very real because cheese has morphine like compounds wtf,False,False,True,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"When a girl has Codeine snaps at night then snaps of her kids soccer game in the morning, it's like wtf.. Parenting 101 or..?🤔😂 #PoorKids",True,True,False,False,T,T,F,T,T,['Codeine'],"['Codeine', 'other']",['Codeine'],T,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
Exactly.....pupils go pinpoint with an opioid overdose. They'd know.,False,False,True,False,F,F,T,T,T,['other'],['other'],"['other', 'Opioid']",T,['hydrocodone'],[],[],['hydrocodone'],[]
"50 Kg Heroin, Rs 30 Lakh Cash Seized From Delhi's Shaheen Bagh
*Read More* 👇",True,True,True,True,T,T,T,T,T,['other'],['other'],['Heroin'],T,[],[],[],[],[]
"If you substitute crystal meth for green eggs and ham, suddenly Dr. Seuss' classic is about a drug dealer hooking a new customer.",True,True,True,True,T,T,T,T,T,['Methamphetamine'],['Methamphetamine'],"['other', 'Methamphetamine']",T,"['methamphetamine', 'ketamine']","['methamphetamine', 'ketamine']",['methamphetamine'],['methamphetamine'],['methamphetamine']
"""I just took a piss and I seen codeine coming out""",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
You're looking at these guys as if they are All-Big 12 players when you look around the league all 5 who have transfered wouldn't crack a starting lineup on any other roster in the Big 12. These guys aren't program changers by any stretch,False,False,False,False,F,F,F,F,F,,,,F,[],[],[],[],[]
"For suicides, the 20% increase in overdose deaths might be masking the real numbers.",True,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"US novelist, Paul Auster's son Daniel dies of drug overdose while awaiting trial for killing baby daughter with heroin and fentanyl",True,True,True,True,T,F,T,T,T,"['other', 'Fentanyl']","['other', 'Heroin', 'Fentanyl']","['Fentanyl', 'Heroin']",T,['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
"THEN those same just reward of holders leaving everyone else out of future projects. 
This is antithetical to crypto where everyone has a shot. NFTs will surely undergo a complete revamp in the next few years to shed this toxic shell",False,False,False,False,F,F,F,F,F,,,['other'],F,['methamphetamine'],['methamphetamine'],[],[],[]
Any dealer will show you how much of an addict you really are by testing your patience… If you know you know.🙃,True,True,True,True,T,T,T,F,T,,['other'],['other'],F,[],[],[],[],[]
"today it was finding out she used a loop of some russian kids supposedly overdosing on heroin for a now deleted music video from Was it weird i listened to ""i'm god"" by clams Casino when i lost my virginity""",True,False,True,True,F,F,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"….let me get this right…

So he's saying that fentanyl just hit Ohio in 2021? Wow. 

Did meth just get there also? 

What about heroin?",False,False,False,False,F,T,F,F,F,"['other', 'Fentanyl', 'Methamphetamine']","['Fentanyl', 'Heroin', 'Methamphetamine']","['Fentanyl', 'Heroin', 'Methamphetamine']",F,"['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']"
"Is that what I'm doing? I just like cracking jokes, at least that's my intent, maybe it looks like sad trolling because you presume that is my intention. My only intention online, other than cases of actual serious conversation/debate, is to crack jokes and make myself laugh.",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
The International Cannabis Conversation - NEW SHOW - The International Cannabis Conversation is live on,False,False,False,False,F,F,F,F,T,['Marijuana'],,['Cannabis'],F,[],[],[],[],[]
what steps do I need to take to bring a class action suit against our Federal Government for misappropriation of our tax funds. Such as the millions for the Steele dossier. 30 million for (illegal contraband) such as free crack pipes. I'm sure the list is long.,False,False,True,False,F,F,F,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"Update (for those of you playing along at home)

So far, in the effort to turn my life around,
I/we have:
3 yrs and 3 mos off heroin
3 digitally released albums
The first 7 live lone wooF shows.
Temporary housing thanks to my oldest friend.
A real life.
Hope.
My twitter family🥰",False,False,False,True,F,F,F,T,F,['other'],,['other'],T,['morphine'],[],[],['morphine'],[]
I don't he's the reason we lived through the crack Era,False,True,True,True,F,T,F,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
I agree. As much as it would be fun to get into the #Playoffs The Blades took QPR apart tonight. Their will to win & set pieces were  standard. They deserve a crack at the PL. Quite frankly we've been punching above our weight since CW arrived. #UTB,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Source? Cuz everything I read says he had a heart attack because of an overdose. Which means the overdose killed him,True,True,True,False,F,T,T,T,T,,,['other'],T,[],[],[],[],[]
"Elon Musk told banks that agreed to help fund his $44 billion acquisition of Twitter that he could crack down on executive and board pay in a push to slash costs, and would develop new ways to monetize tweets",False,False,False,False,F,F,F,F,F,,,,F,['psilocybin'],['psilocybin'],[],[],[]
did baekho lace bamsae with crack its so addicting 😭😭,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
So Chauvin's defense team is just leaving ajar the door to the possibility that George Floyd died of a drug overdose...while Chauvin's knee was asphyxiating him. You really can only play the cards you're dealt...,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"lol you're the one who said they don't crack 20 likes and you brought it up, not me 🚶‍♂️",False,False,False,False,F,F,F,T,F,,,['other'],T,[],[],[],[],[]
"«(...) long-term cannabis users had an intelligence quotient (IQ) decline from age 18 to midlife (mean 5.5 IQ points), poorer learning and processing speed compared to childhood, and self-reported memory and attention problems».",False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],F,['methamphetamine'],['methamphetamine'],['methamphetamine'],[],[]
"I'd also like to point out both medical examiners that performed two separate autopsies confirmed Floyd did not die of an overdose. The medical report and the interviews are both out there for people to see. But yknow, fall into the ""push the narrative"" trap.",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
The corners report said a reasonable conclusion would be a drug overdose.  And intent is a component to the murder charge.,False,False,False,False,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
"Adults can't purchase heroin for themselves without going to prison or can't chop off their own limbs without being committed. Same thing here. Mental illness needs to be treated, not held up as normal.",False,False,False,True,T,F,F,T,T,['other'],,['other'],T,[],[],[],[],[]
How about the drug addicts? When they overdose we shouldn't try and save their life? What kind of sense does that make? The unvaccinated will probably be the ones who will make it safe and sound once we figure out the real story behind this coronacircus. I won't speculate but 🤔!,False,False,True,False,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
Police struggle to get loaded AK-47 out of 10-year-old's hands in chaotic overdose investigation,True,True,True,False,T,F,F,T,T,,,['other'],T,[],[],[],[],[]
If alcohol can be legal then so should cannabis. Alcohol if far more harmful to the body and minds. Cannabis can add so much more to the economy and help so many people,False,False,False,False,F,F,F,F,T,"['other', 'Marijuana']",,['other'],F,[],[],[],[],[]
"idiot

Teenage drug dealer hid 58 wraps of heroin internally to outwit police",True,True,True,True,T,T,T,T,T,['other'],"['other', 'Heroin']",['Heroin'],T,[],[],[],[],[]
That proves alot. Nelson case is he died of overdose not the knee. The witness just stated there was less than 1% fentenyl in the tablet. If you read the toxicology report it states he had 11ng/ml in his blood. To die of fentenyl overdose you need more than 34ng/ml. Case closed,True,False,False,False,F,F,T,T,T,['Fentanyl'],['Fentanyl'],['Fentanyl'],T,['fentanyl'],[],[],['fentanyl'],['fentanyl']
Try his friend who was in the passenger seat who sold him the drugs. He is responsible for George Floyd's overdose.,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
4/20.  Hitler's Birthday.  My Mother's Birthday.  The Day my Father Passed.  The biggest day in the Cannabis Culture I have been an advocate for most of my life.  Glad to be in the UK to have a dinner and raise a Glass to my Parents with my closest Family.  The weed can wait...,True,False,True,False,T,F,F,T,T,['Marijuana'],['Marijuana'],['CBD'],T,"['methamphetamine', 'delta-9-thc-cooh']","['methamphetamine', 'delta-9-thc-cooh']",[],['methamphetamine'],[]
"As to the CO2, it's making chalk. Not limestone. It's the Bill Gates fizzy concrete again. You must be careful. I think it has its uses. But nothing for serious civil engineering. CarbonCure's own papers show the limits. Overdose, and it's structurally weak",False,False,False,False,F,F,F,F,T,,,['other'],F,['methamphetamine'],['methamphetamine'],[],[],[]
"can Future make an entire album/mixtape only with songs like Codeine Crazy, Kno The Meaning, Perky's Calling, Purple Reign, thanks",False,True,True,False,T,T,T,F,T,"['Oxycodone', 'Codeine']","['Codeine', 'other']",['Codeine'],F,"['fentanyl', 'codeine', 'methamphetamine']","['fentanyl', 'codeine', 'methamphetamine']",['codeine'],['codeine'],['codeine']
"I mean to general audience, not this crack team of sleuths. Spoiler being just how hurt might she be.",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
Drug overdose was an after-thought to cover their asses or they would have told the emergency crew about it when they arrived.,True,True,True,False,T,F,F,T,T,,,['Fentanyl'],T,[],[],[],[],[]
"Yeah, I probably smoke too much....[[|:-D

Please like and share!
Meme archive:  #meme #memes #memes2022 #MemistryonFB #PNWMemist #memesdaily #dankmemes #funnymemes #marijuana #weed #legalizeit",True,True,True,True,T,T,T,T,F,['Marijuana'],['Marijuana'],['CBD'],T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
So I took medicine with codeine so I wouldn't cough all night and a breathing treatment. My statement is this: don't mix uppers & downers,False,False,False,False,F,F,F,F,T,"['Codeine', 'other']","['Codeine', 'other']",['Codeine'],F,"['methamphetamine', 'codeine']","['methamphetamine', 'codeine']",['codeine'],"['methamphetamine', 'codeine']",['codeine']
"It's the 1994 Crime Bill turned into Medical Policy. 

It's gross, the same party is handing out heroin needles, and helping a cartel price insulin out of the market.",True,False,False,True,T,F,F,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
Abt to go codeine crazy with this lite cold before it get too crazy lol,True,True,True,True,T,T,T,T,T,['Codeine'],"['Codeine', 'other']",['Codeine'],T,"['fentanyl', 'codeine', 'methamphetamine']","['fentanyl', 'codeine', 'methamphetamine']",['codeine'],['codeine'],['codeine']
"Seriously? You mess up more than Biden?
To mess up as much as you say is it because of heavy drug use? What's your drug of choice, heroin, opioids, fentanyl, crack?
You look too young to be that messed up. I lost two older brothers to drugs when they were each 21. Plz Get Help!!!",True,True,True,True,T,T,T,T,F,"['other', 'Fentanyl']","['other', 'Fentanyl', 'Heroin']",['other'],T,"['fentanyl', 'oxycodone']",['fentanyl'],['fentanyl'],"['fentanyl', 'hydrocodone']",['fentanyl']
"What a stupid tweet, the Pels were 3-0 against the Lakers this year and your sorry squad didn't crack the playoffs...",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"In 1985, a drug smuggler threw 76 pounds of cocaine from his airplane into Georgia's Chattahoochee National Forest. A black bear, later named Pablo EskoBear, found and ate all of the cocaine – He then died of a massive overdose.",True,True,True,True,T,F,T,T,T,['other'],,"['other', 'Cocaine']",T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
You must be smoking crack to believe that!,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
"NFT whale monitoring by 
Crypto Cannabis Club #3723 bought for Ξ0.175 ($522.78) By 0x9fc676 From 0xef4fe9
Avg Price: Ξ0.314
Floor Price: Ξ0.218
Transactions: 21
   
 #NFT",False,False,False,False,F,F,F,F,F,['Marijuana'],,['other'],F,['methamphetamine'],['methamphetamine'],[],[],[]
"Odd how a Law Enforcement Criminal gets to shoot & kill a civilian through a locked door & the media will not so much release his name
No Charges

Law Enforcement Criminal kneels on a neck of a criminal who dies of drug overdose & charged with murder
Improper Procedure
WTF??",False,False,False,False,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
"As we speak I'm watching the live trial. No, this testimony is not concluding that he died of an overdose. Prosecution and defense had 2 diff translations about what Floyd was shouting. That doesn't help defence.",False,False,False,False,F,F,F,F,T,,,,F,[],[],[],[],[]
"Excited for a great 4/20 mtg w/, 🥦, 🐟&🐻. From the⏲️ countdown to CEQA🏞🌱compliance reqs & 🔚 of provisional licensing😱to remodeling the state's cannabis tax regime😕 & licensing imbalance solutions, this won't just be alot of 💨💨💨",False,True,True,False,F,T,T,F,T,['Marijuana'],"['Marijuana', 'other']",['other'],F,[],[],[],[],[]
"vol. 11 actiq diaries, d-day here come the drugs (fentanyl & methadone)",True,True,True,True,T,T,T,T,T,"['Methadone', 'Fentanyl']","['Methadone', 'Fentanyl', 'other']","['Methadone', 'Fentanyl']",T,"['fentanyl', 'methadone']","['fentanyl', 'methadone']","['fentanyl', 'methadone']","['fentanyl', 'methadone']","['fentanyl', 'methadone']"
she'd be convinced it's disruptive and buy stock in it.,False,False,False,False,F,F,F,F,F,,,['Codeine'],F,[],[],[],[],[]
"*Codeine Crazy, March Madness, How Can I Not, Rotation, No Charge",True,False,True,True,F,T,T,T,F,['Codeine'],"['Codeine', 'other']","['Codeine', 'other']",T,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"Bodyworks:
Tools of the Trade: morphine
Dangers of the Yard: rival bodyworks
Resurrectionist Slang: 'ash and piss'
Memories of the Recent Dead: a memory of death connected to the deceased's hand

The bell tolls for the coldest hour.

B8",True,False,True,True,T,F,T,T,T,['Morphine'],"['other', 'Morphine']","['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
All because I fell asleep 🙄🙄 like I don't understand,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
A good article on this 4/20 day (aka Cannabis Day).,False,False,True,True,F,F,F,F,T,['Marijuana'],,['other'],F,[],[],[],[],[]
And your entire argument hinges on weather or not he died by overdose. But since two separate autopsies said he didn't then that idea falls flat on its face.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
let me get a caesar salad please with croutons and codeine dressing,True,True,False,False,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"birds in the trap sing Brian McKnight, percocet and codeine please don't take my life.",True,True,True,True,T,T,T,T,F,"['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']",T,"['codeine', 'oxycodone']",['codeine'],['codeine'],"['codeine', 'oxycodone']","['codeine', 'oxycodone']"
