text,label,tweet_num,found_terms,found_index_terms,GPT_found_index_terms,pubchem_found_index_terms,redmed_found_index_terms,DEA_found_index_terms,4o_mini_label,o4mini_label,qwen_4b_label,llama_label,4o_mini_label_short,o4mini_label_short,qwen_4b_label_short,llama_label_short,4o_mini_drug_labels,o4mini_drug_labels,qwen_4b_drug_labels,llama_drug_labels,4o_mini_rag,o4mini_rag,qwen_4b_rag,llama_rag,is_about_illicit_drugs,drugs_mentioned
"Over the months of visiting the patient, Robin received increasing doses of Actiq, the fentanyl lollipops.",T,14768,"['actiq', 'fentanyl lollipops']",['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],False,False,False,False,F,F,F,F,['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],,
I have a interview for a cultivation crew member for a cannabis company wish me luck !,T,14782,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['Marijuana'],['Marijuana'],['CBD'],,['Marijuana'],['Marijuana'],['CBD'],,
"We knew  is  
We knew  is #Capitalist  
Pete worked on the #NeverBernie Pac 
#Cannabis ""Tree of Life"" we can not eat 
Abortion is #Healthcare we never got 
$7.25 is Poverty Wage 2022 
 protect #Fascism by Jim Crow, Rule of Law",F,14864,[],[],[],[],[],[],False,False,False,False,F,F,F,T,,['Marijuana'],['Marijuana'],['other'],,['Marijuana'],['Marijuana'],['other'],,
I refuse to cancel a year because of another celebrity drug overdose 😂,T,15313,[],[],[],[],[],[],True,True,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
Cesar salad wit croutons and codeine dressing fuck be wrong wit 2chains,T,15335,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],,
"Presumably, because he died of a drug overdose.",T,15408,[],[],[],[],[],[],True,False,False,True,T,T,T,F,['other'],,['other'],['other'],['other'],,['other'],['other'],,
The urge to crack open the third bubblr of the hour,F,15438,[],[],[],[],[],[],False,True,False,True,T,T,T,T,['other'],,['other'],['other'],['other'],,['other'],['other'],,
Done thanks for the chance 🙏,T,15481,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"It's #Four20 today. Interestingly, cannabis has long been recognised as a migraine treatment option. A thousand years ago, the leading Islamic physicians recommended cannabis to treat the most persistent cases of chronic migraine.",T,15491,['chronic'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],False,False,False,False,F,F,F,F,,['Marijuana'],"['other', 'Marijuana']","['Cannabidiol', 'Cannabis']",,['Marijuana'],"['other', 'Marijuana']","['Cannabidiol', 'Cannabis']",,
"Happy 420

Can't wait for cannabis to be legalized in Nigeria.",T,15695,['420'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],False,True,False,True,F,F,F,F,['Marijuana'],['Marijuana'],"['Marijuana (Cannabis, Weed, Pot)']",['other'],['Marijuana'],['Marijuana'],"['Marijuana (Cannabis, Weed, Pot)']",['other'],,
"(6/7) Quellen: 
*Babson KA, Sottile J, Morabito D. Cannabis, Cannabinoids, and Sleep: a Review of the Literature. Curr Psychiatry Rep. 2017 Apr;19(4):23. doi: 10.1007/s11920-017-0775-9. PMID: 2834931
**2017-11-27 Kurzbericht CAPRis,",T,15741,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,"['other', 'Marijuana']",['Marijuana'],['Codeine'],,"['other', 'Marijuana']",['Marijuana'],['Codeine'],,
Teva Pharma News Cephalon says Travelers lacks authority to bring Actiq suit: Cephalon says Tr...,T,15849,['actiq'],['fentanyl'],['fentanyl'],[],['fentanyl'],[],False,False,False,False,F,F,F,F,,['Fentanyl'],['other'],['Fentanyl'],,['Fentanyl'],['other'],['Fentanyl'],,
"There is a case you could make of Chauvin...

A)  Followed procedures correctly

B) That George died due to an overdose from fentynal or meth

C) That Chauvin had reason to doubt George about not being able to breathe as he said it before he even was being taken away from the car",T,15867,"['fentynal', ' meth']","['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']",['methamphetamine'],"['fentanyl', 'methamphetamine']",['methamphetamine'],False,True,True,False,F,F,T,F,"['Methadone', 'Fentanyl']","['Methamphetamine', 'Fentanyl']","['Methamphetamine', 'Fentanyl']",['other'],"['Methadone', 'Fentanyl']","['Methamphetamine', 'Fentanyl']","['Methamphetamine', 'Fentanyl']",['other'],,
If it's codeine I've got a shedload. But you can't have it.,T,15938,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,False,T,T,T,T,['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],,
Have any of you guys actually drank codeine and sprite?,T,15998,"['drank', ' codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"Heavy Amount of Drugs Heroine Captured in NCB Raid in Shaheen Bagh : NCB seized 50 kg heroin from delhi's jamia nagar and arrested a person : इंडो-अफगान गिरोह, दुबई का सरगना... शाहीन बाग में",T,16047,[],[],[],[],[],[],True,True,False,True,T,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
"I just had surgery to remove my tumor from my left knee, and as one can imagine, I was in a lot of pain. At the hospital, they gave me Norco, because I was allergic to Morphine. They put in a prescription for Norco at the #CVSPharmacy at Target on the Katy Freeway. 

2/?",T,16048,"['norco', 'morphine', 'norco']","['morphine', 'oxycodone']","['morphine', 'oxycodone']",['morphine'],"['hydrocodone', 'morphine']",['morphine'],False,False,False,False,F,F,F,F,"['Hydrocodone', 'Morphine']","['Hydrocodone', 'Morphine']","['Hydrocodone', 'Morphine']","['Morphine', 'Norco']","['Hydrocodone', 'Morphine']","['Hydrocodone', 'Morphine']","['Hydrocodone', 'Morphine']","['Morphine', 'Norco']",,
Whomever coined the phrase:'Out of the frying pan and into the fire' was on Codeine & tried combatting its costive effects with prune juice,T,16070,"['fire', ' codeine']","['methamphetamine', 'codeine']",['codeine'],['codeine'],['codeine'],"['methamphetamine', 'codeine']",False,False,False,False,F,T,T,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
Working on merch for brainrot :) ( on Instagram),F,16210,[],[],[],[],[],[],False,False,True,False,F,F,T,F,,,['other'],['other'],,,['other'],['other'],,
"Me as a Drug dealer ""do my dishes and I'll give you a line "" lol NO KAP 😂",T,16270,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],"['other', 'Codeine']",['other'],['other'],['other'],"['other', 'Codeine']",['other'],,
"George Floyd died from a parmesan cheese overdose 

Nojustheese nocheese",T,16365,[],[],[],[],[],[],True,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"naw you must be , codeine crazyyy his best song 😭",F,16424,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,False,True,True,F,F,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"Oh I'm scared, what she bout to do to Rue with that morphine?!",T,16469,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,False,True,T,F,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
All #opioid users I've know have always been amateur medics by the simple fact their street drug use was self-medication to deal with mental health issues -- usually #PTSD. What the #fentanyl #overdose crisis has driven them into becoming are amateur paranedics. #Vancouver,T,16675,"['opioid', 'street drug', 'fentanyl']","['fentanyl', 'hydrocodone']","['fentanyl', 'hydrocodone']",['fentanyl'],['fentanyl'],['fentanyl'],True,True,True,True,F,T,T,F,"['other', 'Fentanyl']","['other', 'Fentanyl']","['other', 'Fentanyl']","['PTSD', 'Vancouver', 'Opioid', 'Fentanyl']","['other', 'Fentanyl']","['other', 'Fentanyl']","['other', 'Fentanyl']","['PTSD', 'Vancouver', 'Opioid', 'Fentanyl']",,
IS IT CRACK ? COCAINE OR METH YOU SMOKE!???,T,16689,"[' meth', 'smoke']","['methamphetamine', 'delta-9-thc-cooh']",['methamphetamine'],['methamphetamine'],['methamphetamine'],"['methamphetamine', 'delta-9-thc-cooh']",True,True,False,True,T,T,T,T,"['Cocaine', 'Methamphetamine']","['other', 'Methamphetamine']","['other', 'Benzoylecgonine', 'Methamphetamine']",['other'],"['Cocaine', 'Methamphetamine']","['other', 'Methamphetamine']","['other', 'Benzoylecgonine', 'Methamphetamine']",['other'],,
I ain't feelin none of you niggas I'm on morphine 💅,T,16735,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,True,True,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"Link to watch NBA Game: Dallas Mavericks vs Utah Jazz stream in tweet below: 
Live NBA Streams Playoffs 2022 games #NBA #NBAPlayoffs #DALvsUTA

CLICK  ====v ;",F,16761,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Not yet been a month since my cousin Jason died from an overdose..
He was so talented. One of the best tattoo artists ever he was...",T,16843,[],[],[],[],[],[],False,False,True,False,F,T,T,F,,,,['other'],,,,['other'],,
Dessa droga me faltou uma dose pra ter overdose in my life game over doze game...🎶❤,T,16850,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
"Every day I ask myself ""Why the fuck isn't Flinstones Chewable Morphine real?"" Because a lot of people could use something like it as the world is burning before our very eyes",T,16869,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,False,True,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
I guess you can't just order morphine at the hospital,T,16960,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,True,F,T,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"There is no #access to #health without access to #essential #medicines,  including #morphine and other controlled substances.  #PalliativeCare #pain #mentalhealth #equity",T,16964,"['morphine', 'controlled substances']","['methamphetamine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],,,
"""Let me get a salad with croutons and umm codeine dressing""",T,17031,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,False,False,T,T,F,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"A3: Lack of affordable treatment + punitive policies result in severe illness, job loss, and racial disparities in outcomes. Overdose deaths are at their highest ever + the pandemic is exacerbating treatment shortages #WellnessWed",T,17147,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
Get your today!!! Sharing is caring🌱🌿🙏 Cannabis Review Journal,F,17154,[],[],[],[],[],[],False,True,False,True,T,T,F,T,,['Marijuana'],['Marijuana'],['CBD'],,['Marijuana'],['Marijuana'],['CBD'],,
NFTs and cannabis are 2 disruptive industries... It's time to bring them together...,F,17173,[],[],[],[],[],[],False,True,False,False,F,T,F,F,,['Marijuana'],['Marijuana'],['other'],,['Marijuana'],['Marijuana'],['other'],,
"A drug dealer covering up a child murder due to his illegal money laundering care home! Controlling housing in a council! And paying retards to attack me! Stabbing attempts, abuse, online accounts hacked, bank card cloned! Why housing are assisting abuse!",T,17184,[],[],[],[],[],[],False,False,True,True,T,T,T,F,,['other'],['other'],['other'],,['other'],['other'],['other'],,
"No paracetamol should be banned, a non reversible drug in overdose causing multi organ failure sold OTC",T,17218,['sold otc'],['benzoylecgonine'],[],[],[],[],False,False,False,False,F,F,F,F,,['other'],['other'],['other'],,['other'],['other'],['other'],,
"REPORTS: Cowboys' Rolando McClain 10-game suspension is for drinking the opiate mix ""purple drank"" which includes cough syrup & codeine.",T,17226,"['opiate', 'purple drank', 'cough syrup', 'codeine']","['codeine', 'methadone']",['codeine'],['codeine'],['codeine'],"['methamphetamine', 'codeine']",True,True,True,True,T,T,T,F,['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],,
People shoot meth and heroin in front of their kids so why not,T,17256,[' meth'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],True,True,True,True,T,T,T,T,"['Heroin', 'Methamphetamine']","['other', 'Methamphetamine']","['Heroin', 'Methamphetamine']","['Morphine', 'Methamphetamine']","['Heroin', 'Methamphetamine']","['other', 'Methamphetamine']","['Heroin', 'Methamphetamine']","['Morphine', 'Methamphetamine']",,
#ICYMI: Great Neck man sentenced to prison after providing heroin in two overdose deaths in Queens: DA,T,17355,[],[],[],[],[],[],True,True,True,True,T,T,T,F,['other'],['other'],['other'],['Heroin'],['other'],['other'],['other'],['Heroin'],,
"Now do all the years Johnny Depp was using heroin and opioids?
You know ...for continuity.",T,17367,['opioids'],['oxycodone'],['hydrocodone'],[],[],[],True,True,False,True,T,T,T,F,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
"*takes an ambien, 5 valium & 2 codeine...

[generations later]

*rubs cobwebs from eyes

What year is it ?",T,17568,"['ambien', ' codeine']","['codeine', 'zolpidem']",['codeine'],['codeine'],"['codeine', 'zolpidem']",['codeine'],True,True,True,True,T,T,T,T,"['other', 'Codeine', 'Zolpidem']","['other', 'Codeine', 'Zolpidem']","['Bromazolam', 'Codeine', 'Zolpidem']","['Diazepam', 'Codeine', 'Zolpidem']","['other', 'Codeine', 'Zolpidem']","['other', 'Codeine', 'Zolpidem']","['Bromazolam', 'Codeine', 'Zolpidem']","['Diazepam', 'Codeine', 'Zolpidem']",,
"The pre-owned market is coming of age, says the CEO and founder of London-based dealer A Collected Man, Silas Walton.",T,17569,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"I can't stay on your morphine
'Cause it's making me itch (8)",T,17649,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,False,False,True,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"Vair kind, but I'd prefer some codeine & a bit of a sleep m'darkling.",T,17805,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],"['CBD', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['CBD', 'Codeine']",,
Back to Willett distillery for tonight's fresh crack.  Old Bardstown Bottled in Bond.,F,17952,[],[],[],[],[],[],False,False,True,True,F,F,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
"Sources: Codeine addiction, NFL drug policy cloud LB Rolando McClain's future with Cowboys",T,17992,['codeine addiction'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,F,F,T,F,,['Codeine'],['Codeine'],['Codeine'],,['Codeine'],['Codeine'],['Codeine'],,
People don't understand the insanity that was DNA Jimin and Tae. Like people including me who never cared for kpop back then saw a glance of vmin and it was like drinking crack laced coke back in the day. I didn't think they were real when I watched the mv😭,F,18047,[],[],[],[],[],[],False,False,True,True,F,F,T,T,['other'],['other'],['other'],['Coke'],['other'],['other'],['other'],['Coke'],,
"Probably took a lot of drugs.
Methamphetamine
Morphine
Etc",T,18077,"['methamphetamine', 'morphine']","['methamphetamine', 'morphine']","['methamphetamine', 'morphine']","['methamphetamine', 'morphine']","['methamphetamine', 'morphine']","['methamphetamine', 'morphine']",True,True,True,True,T,T,T,T,"['other', 'Morphine', 'Methamphetamine']","['Morphine', 'Methamphetamine']","['other', 'Morphine', 'Methamphetamine']","['other', 'Morphine', 'Methamphetamine']","['other', 'Morphine', 'Methamphetamine']","['Morphine', 'Methamphetamine']","['other', 'Morphine', 'Methamphetamine']","['other', 'Morphine', 'Methamphetamine']",,
I'll let you know soon. I prob won't crack it open for a few days or a week. We have guests arriving on the 8th! :D,F,18170,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['Cocaine'],['other'],,,['Cocaine'],['other'],,
"Apparently FV casted her to be the ""heroin"" of  every story WATCH Carly will be the one who will knock out Harmony & save Alexis from getting killed",F,18200,[],[],[],[],[],[],False,False,True,True,T,F,F,F,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
Kittery adult-use marijuana shop at the Outlet Mall receives Planning Board approval,T,18275,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['Marijuana'],['Marijuana'],"['CBD', 'Marijuana']",,['Marijuana'],['Marijuana'],"['CBD', 'Marijuana']",,
"I say everything Triple Times
333..... — listening to Codeine Crazy [Prod. by TM-88]",F,18381,"[' codeine', 'crazy']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine'],"['fentanyl', 'codeine']",True,True,True,True,T,F,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
#NCB found someone's #son but why would is surprised as #wife is a full high all time and #dealer big fish 🎣 and #NCB staff 🤳 with celebrity,T,18409,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],,['other'],['other'],['other'],,['other'],['other'],,
"I actually wanted to say I changed my mind and I wanted to swap Snowbirds for the very next issue, the second part of the Speedy on heroin arc…

…but now I actually can't decide which of those two I like best.

So it might actually be a four-way tie.",T,18415,['speedy'],['amphetamine'],['amphetamine'],[],[],[],False,False,False,True,F,F,T,F,,['other'],"['other', 'Heroin', 'Amphetamine']",['other'],,['other'],"['other', 'Heroin', 'Amphetamine']",['other'],,
If u can't bring nothing to the table i don't want nothing with you ✌,F,18495,['table'],['methamphetamine'],[],[],[],['methamphetamine'],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
Him and Davison getting arrested over this Kinahan shit would be tremendous. They'd both grass in a heartbeat. Davison would be first to crack.,F,18624,['grass'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],False,False,True,False,F,F,T,T,,,['other'],['other'],,,['other'],['other'],,
Suit Claims Cephalon's Actiq Is Fatal to Teeth | BNET Pharma Blog | BNET:,T,18646,['actiq'],['fentanyl'],['fentanyl'],[],['fentanyl'],[],False,False,False,False,F,F,F,F,,['Fentanyl'],['other'],['other'],,['Fentanyl'],['other'],['other'],,
"I got morphine in the hospital and I was so out of it, having sepsis and renal failure, that it just didn't feel like anything. Except for when they tried to put a tube up my nose to my stomach, which I refused. They just carted me in.",T,18649,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",,
"Mom 'forced son, 6, to overdose on meth, cocaine and other drugs so she could collect $100,000 insurance payout'",T,18697,[' meth'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],True,True,True,True,T,T,T,F,"['other', 'Cocaine', 'Methamphetamine']","['other', 'Methamphetamine']","['other', 'Benzoylecgonine', 'Methamphetamine']","['other', 'Cocaine', 'Methamphetamine']","['other', 'Cocaine', 'Methamphetamine']","['other', 'Methamphetamine']","['other', 'Benzoylecgonine', 'Methamphetamine']","['other', 'Cocaine', 'Methamphetamine']",,
"2) Drug overdose. Opioids affect your breathing. When you take too high a dose, it can slow down your breathing to the point that your body does not take in enough oxygen.",T,18771,['opioids'],['oxycodone'],['hydrocodone'],[],[],[],False,False,False,False,F,F,F,F,,['other'],['other'],['Opioids'],,['other'],['other'],['Codeine'],,
"tw// drugs

MORPHINE?? I CALL THIS LADY AND SHE GOES ""LET ME PRESCRIBE U A COUPLE TABLETS OF MORPHINE"" LIKE OKAY UM THANKS???",T,18900,"['morphine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,False,False,True,T,F,T,T,"['other', 'Morphine']",['Morphine'],"['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']",['Morphine'],"['other', 'Morphine']","['other', 'Morphine']",,
crazy how people really considered doing heroin... AND DID IT.,T,18922,['crazy'],['fentanyl'],[],[],[],['fentanyl'],True,True,True,True,T,T,T,T,['other'],['other'],['other'],['Heroin'],['other'],['other'],['other'],['Heroin'],,
I'll be friends with a nigga who deals CRACK before I'm friends with a fent dealer,T,18943,['fent'],['fentanyl'],['fentanyl'],[],[],['fentanyl'],True,True,True,True,T,T,T,T,"['other', 'Fentanyl']","['other', 'Fentanyl']","['other', 'Fentanyl']",['other'],"['other', 'Fentanyl']","['other', 'Fentanyl']","['other', 'Fentanyl']",['other'],,
It's crazy that heroin in all forms is legal now,T,19013,['crazy'],['fentanyl'],[],[],[],['fentanyl'],True,True,False,False,F,F,F,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
what does one wear to an industry (budtender) appreciation event hosted by a cannabis brand (timeless),T,19123,[],[],[],[],[],[],True,False,False,False,F,F,F,T,,['Marijuana'],['Marijuana'],['CBD'],,['Marijuana'],['Marijuana'],['CBD'],,
So first getting a vaccine is more important than going to the ER for a heart attack??? Or do you have data that stopping heroin use is less beneficial than getting a vaccine?,T,19202,[],[],[],[],[],[],True,False,False,False,T,F,T,F,,['other'],['other'],['other'],,['other'],['other'],['other'],,
"They say scrap NASS that provide checks for executive recklessness but give PMB special power, too much codeine is dangerous to reasoning",T,19214,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],False,False,False,True,F,F,T,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
Effect of Sustained-Release Morphine on Patients With COPD and Refractory Breathlessness,T,19248,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,,['Morphine'],['Morphine'],['Morphine'],,['Morphine'],['Morphine'],['Morphine'],,
my first ever photocard was Suho from their overdose album which is 6 years ago omg i feel so old kahit 18 palang ako..... when it comes to girlgroup is Apink's Hayoung pc from Une Annee and yes I am a pink panda up until now and i miss my og girlies!,F,19284,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"Cannabis Business Association of Illinois executive director Pamela Althoff summed up the state of the state's legal recreational-use cannabis industry in one word: ""Halted.""",T,19314,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['Marijuana'],['Marijuana'],['other'],,['Marijuana'],['Marijuana'],['other'],,
The market had already been on hospice for months; the Russia/Ukraine situation is just the morphine to help speed up the process.,T,19374,"['morphine', 'speed']","['methamphetamine', 'morphine']",['morphine'],"['methamphetamine', 'morphine']",['morphine'],"['methamphetamine', 'morphine']",False,False,True,True,F,F,F,F,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"Yes- totally with you. Managing pain since March has taken its toll on all of us. I'm starting to imagine what a 'Long COVID blow out party' might look like? Zero gravity recliners, classical music, pain killers & morphine.",F,19376,"['pain killers', 'morphine']","['oxymorphone', 'morphine']","['oxymorphone', 'morphine']",['morphine'],['morphine'],"['morphine', 'oxycodone']",True,True,True,True,T,T,T,T,"['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']",,
"so an overdose and a heart attack wasn't good enough apparently. Gotta give the bastard covid too. 

Christ, DMX. i wanna think you'll be fine, but.... WOW.",F,19413,[],[],[],[],[],[],False,True,False,False,F,T,T,F,,,,['other'],,,,['other'],,
Over here in the ER high asf off of morphine.... 😊,T,19466,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,False,True,T,T,T,T,"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],,
"""Put codeine on a salad"" -Two Chains      Most ignant lyric of 2016",T,19485,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"PARENTS SWITCH FROM DEADLY CARCINOGENIC HARMFUL DRUGS LIKE ALCOHOL WHICH CAUSES SO MUCH HARM AND VIOLENCE, OVER TO SAFE MEDICINAL DRUG IN CANNABIS 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸😎",T,19764,['harmful drugs'],['methamphetamine'],[],[],[],[],False,True,False,True,F,T,F,F,['Marijuana'],"['other', 'Marijuana']","['other', 'Marijuana']",['CBD'],['Marijuana'],"['other', 'Marijuana']","['other', 'Marijuana']",['CBD'],,
It burns when i pee that's how i know my D is hot 🔥,T,19846,[],[],[],[],[],[],False,False,False,False,T,F,T,T,,,['other'],['other'],,,['other'],['other'],,
It's similar to the Halloween urban legend that people are putting drugs in sweets to give to kids completely ignoring that making heroin gummy bears is a lot of hassle and not worth it.,T,19894,"['sweets', 'gummy bears']","['delta-9-thc-cooh', 'mdma']",[],[],[],"['delta-9-thc-cooh', 'mdma']",False,False,False,False,F,T,F,F,,['other'],['other'],"['other', 'Heroin']",,['other'],['other'],"['other', 'Heroin']",,
Get me a caesar's salad wif croutons and codeine dressing. Oh and a diet codeine. #DanielSonNecklaceDon,T,19921,"[' codeine', ' codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
Bella Thorne in her alleged heroin addict era or Dasha.,T,19959,[],[],[],[],[],[],True,True,False,True,T,T,T,T,['other'],['other'],['other'],['Heroin'],['other'],['other'],['other'],['Heroin'],,
Vote Up Loudiene - Codeine & Crablegs Hosted by DJ Scream,F,19960,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,"['other', 'Codeine']",['Codeine'],"['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']",['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",,
"Coming from my con sketching experience, I thrive at doing something different rather than drawing Harley Quinn and Deadpool over and over again. I want to give fellow artists that chance to draw something they're not used to or been dying to take a crack at.",T,20192,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,,,,,,,
I knew he was smoking crack just like the idiots being happy about this shit 😑🤡,T,20297,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],['other'],['Cocaine'],['other'],['other'],['other'],['Cocaine'],,
"Codeine crazy, codeine crazy
All this motherfucking money got me going codeine crazy",T,20328,"['codeine', 'crazy', 'codeine', 'crazy', ' codeine', 'crazy']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine'],"['fentanyl', 'codeine']",True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
Ice Cream by Paradise Seeds - #legal #cannabis seeds amsterdam --,T,20454,['ice cream'],['methamphetamine'],['methamphetamine'],[],[],['methamphetamine'],False,True,False,False,F,T,F,F,,['Marijuana'],['Marijuana'],['CBD'],,['Marijuana'],['Marijuana'],['CBD'],,
