text,label,tweet_num,found_terms,found_index_terms,GPT_found_terms,GPT_found_index_terms,pubchem_found_terms,pubchem_found_index_terms,redmed_found_terms,redmed_found_index_terms,DEA_found_terms,DEA_found_index_terms,count_found_terms
"My Fri night: 2 Tylenol w/ codeine, 1 muscle relaxer, 1 glass of scotch and some serious Rangers/Astros baseball on the TV #Ouch #Goodnight",T,16780,"['tylenol', 'codeine', 'muscle relaxer', ' glass']","['methamphetamine', 'codeine', 'cyclobenzaprine', 'oxycodone']","['tylenol', 'codeine', ' glass']","['methamphetamine', 'codeine', 'oxycodone']",['codeine'],['codeine'],['codeine'],['codeine'],"['codeine', 'glass']","['methamphetamine', 'codeine']",4
"Good News: -NOT longer using hard opioid pain killrers like i.e Dolcontin (morphine sulphate deep tablets
or any like i.e Ketogan, Temgesic or in worst cases fentanyl as Durohgesic 50ug/hour plasters. 
Now i only use pot, yes, medical pot or more precise legal pot named #Bedrocan",T,17200,"['opioid', 'dolcontin', 'morphine sulphate', 'temgesic', 'fentanyl', 'pot', 'pot', 'pot']","['delta-9-thc-cooh', 'hydrocodone', 'fentanyl', 'morphine', 'temazepam']","['opioid', 'dolcontin', 'morphine sulphate', 'temgesic', 'fentanyl']","['fentanyl', 'hydrocodone', 'morphine', 'temazepam']","['morphine', 'temgesic', 'fentanyl']","['fentanyl', 'buprenorphine', 'morphine']","['morphine', 'temgesic', 'fentanyl']","['fentanyl', 'buprenorphine', 'morphine']","['morphine', 'fentanyl', 'pot', 'pot', 'pot']","['fentanyl', 'delta-9-thc-cooh', 'morphine']",8
"No paracetamol should be banned, a non reversible drug in overdose causing multi organ failure sold OTC",T,17218,['sold otc'],['benzoylecgonine'],[],[],[],[],[],[],[],[],1
"No sleep. Slept in the day. Watched a cool Bob Ross painting video and listened to Dotun Adebayo on BBC R5 Live. Tea, coffee, a hot shower, yes I've had a good night. Makes a change from all the pain i've been going through, with the help of morphine and gabapentin obviously. X",F,17229,"['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",2
"--
⠀⠀⠀⠀ ⠀⠀⠀' i understand now. ' deep tone croaks, a whispering crack of pressure beneath a whirlwind of emotion. ' the stars deign to spend it beside you-- a reclamation for my penance. my guiding moonlight. ' he wraps his arms around her waist, pressing into her. 
--",F,17324,['emotion'],['lorazepam'],[],[],['emotion'],['lorazepam'],[],[],[],[],1
"but it's ok to use Demerol, Morphine, Codeine, antipsychotics, basically anything big pharma makes.",T,17351,"['demerol', 'morphine', 'codeine']","['codeine', 'meperidine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['demerol', 'morphine', 'codeine']","['codeine', 'meperidine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']",3
"It's unfortunate that this woman was so misinformed that she induced a full on freak out. 
Her ""overdose"" could've been cured by an Ativan.",T,17780,['ativan'],['lorazepam'],['ativan'],['lorazepam'],['ativan'],['lorazepam'],['ativan'],['lorazepam'],[],[],1
"Diazepam ✔️
Ambien ✔️
Codeine ✔️
Morphine ✔️
Tonight Matthew, in the quest for sleep, we have a guest hypnotic, our old friend Temazepam!",T,17951,"['ambien', 'codeine', 'morphine', 'temazepam']","['codeine', 'zolpidem', 'morphine', 'temazepam']","['codeine', 'morphine', 'temazepam']","['codeine', 'morphine', 'temazepam']","['codeine', 'morphine', 'temazepam']","['codeine', 'morphine', 'temazepam']","['ambien', 'codeine', 'morphine', 'temazepam']","['codeine', 'zolpidem', 'morphine', 'temazepam']","['codeine', 'morphine', 'temazepam']","['codeine', 'morphine', 'temazepam']",4
"Is there a risk of opioid overdose with VIVITROL?Do not take large amounts of opioids to try to overcome the opioid-blocking effects of VIVITROL.
Do not use opioids in amounts that you used before VIVITROL treatment. You may even be more sensitive to lower amounts of opioids:",T,17971,"['opioid', 'vivitrol', 'opioids', 'opioid', 'vivitrol', 'opioids', 'vivitrol', 'opioids']","['oxycodone', 'hydrocodone', 'naltrexone']","['opioid', 'opioids', 'opioid', 'opioids', 'opioids']",['hydrocodone'],"['vivitrol', 'vivitrol', 'vivitrol']",['naltrexone'],"['vivitrol', 'vivitrol', 'vivitrol']",['naltrexone'],[],[],8
"Daniel Isenschmid, a forensic toxicologist, testified on Thursday at the trial of Derek Chauvin that the level of norfentanyl in George Floyd's system was not consistent with a  fentanyl overdose",T,18026,"['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']","['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']","['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']","['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']","['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']",2
"I get to the source, keep it out the middle, whip a rolls royce and keep some codeine in my system ey.",T,18273,"['the source', 'rolls', ' codeine']","['codeine', 'zopiclone', 'mdma']",[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],"['rolls', 'codeine']","['codeine', 'mdma']",3
"Want to get around that pesky Constitution & repress your political opponents during an election or silence dissenters from the government's public health agenda? Just classify what they are saying as ""enemy disinformation,"" & you have carte blanche to crack down as you please.",F,18297,['silence'],['lorazepam'],[],[],['silence'],['lorazepam'],[],[],[],[],1
"#GeorgeFloyd Floyd died of drug overdose...Yet he is the martyr to BLM and Antifa.   Maybe Blacks should start following Sowell, Woodson, Owens, Elders and Scott?",T,18506,['sowell'],['meprobamate'],[],[],['sowell'],['meprobamate'],[],[],[],[],1
"The dose of morphine and benzodiazepines in the circumstances of end-of-life treatment should not be fixed to a certain dose or maximum dose. The dose should be ENOUGH. That means not too high and certainly not too low. That is the art of medicine, not rocket science.",T,18916,"['morphine', 'benzodiazepines']","['morphine', 'temazepam']","['morphine', 'benzodiazepines']","['morphine', 'temazepam']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"Let's do it again tomorrow, being in the hospital sucks, but at least I can watch the winners,  cash some bets and beg for morphine!! 😂 and root for my Friend NbaBill!!!",F,19272,"['beg', 'morphine', 'root']","['benzoylecgonine', 'delta-9-thc-cooh', 'morphine']",['morphine'],['morphine'],"['beg', 'morphine']","['benzoylecgonine', 'morphine']",['morphine'],['morphine'],"['morphine', 'root']","['delta-9-thc-cooh', 'morphine']",3
"List of meds that don't work on me:
-benzodiazepines
-codeine
-paracetamol
-melatonin
-sedative sleeping pills (at least the kind I had)",T,19325,"['benzodiazepines', 'codeine', 'sleeping pills']","['codeine', 'zolpidem', 'temazepam']","['benzodiazepines', 'codeine', 'sleeping']","['codeine', 'zolpidem', 'temazepam']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],3
"I'm on my way to the chemist to beg and plead for something with codeine & something with psuedoephedrine. So, no...",T,19344,"['beg', ' codeine']","['benzoylecgonine', 'codeine']",[' codeine'],['codeine'],"['beg', 'codeine']","['benzoylecgonine', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],2
"Amount of #heroin or #fentanyl or #carfentanil needed to kill a human!  

You can purchase a kilogram of fentanyl in China for $5,000 which then has a street value of $1.5 million in the USA. 

#opioid #opioidcrisis #drugs #overdose",T,19728,"['fentanyl', 'carfentanil', 'fentanyl', 'opioid']","['carfentanil', 'fentanyl', 'hydrocodone']","['fentanyl', 'carfentanil', 'fentanyl', 'opioid']","['carfentanil', 'fentanyl', 'hydrocodone']","['fentanyl', 'carfentanil', 'fentanyl']","['carfentanil', 'fentanyl']","['fentanyl', 'carfentanil', 'fentanyl']","['carfentanil', 'fentanyl']","['fentanyl', 'carfentanil', 'fentanyl']","['carfentanil', 'fentanyl']",4
"If a crowd of people clap hands, I cry!! Overdose of emotion!! Concerts, parties, speeches and even people on strike 😳",T,20050,['emotion'],['lorazepam'],[],[],['emotion'],['lorazepam'],[],[],[],[],1
Dr Apo Demirkol talking about #codeine now #DANAForum16 15.5million boxes of codeine sold OTC,T,20149,"['codeine', ' codeine', 'sold otc']","['benzoylecgonine', 'codeine']","['codeine', ' codeine']",['codeine'],"['codeine', 'codeine']",['codeine'],"['codeine', 'codeine']",['codeine'],"['codeine', 'codeine']",['codeine'],3
"I specifically explained I have bpd etc, and he can't link that to fibromyalgia, he doesn't know me, this isn't a choice and he just said 'sorry' and dosed me with morphine to go home-",T,20913,"['fibromyalgia', 'morphine']","['pregabalin', 'morphine']","['fibromyalgia', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"If it's nerve pain morphine won't do fvck all. More likely a muscle relaxer could help, depending on how it's pinched or trapped.",F,21805,"['nerve pain', 'morphine', 'muscle relaxer']","['pregabalin', 'morphine', 'cyclobenzaprine']","['nerve pain', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],3
"Fentanyl PCAs are complicated because of tachyphylaxis. It's so short acting it's not my preferred drug, but i use it if I have to rotate opioids. Hydromorphone has way fewer side effects than morphine (especially pruritus), but it's more expensive so maybe why you don't use it.",T,21858,"['fentanyl', 'short acting', 'preferred drug', 'opioids', 'hydromorphone', 'morphine']","['buprenorphine', 'hydromorphone', 'fentanyl', 'lorazepam', 'morphine', 'oxycodone']","['fentanyl', 'opioids', 'hydromorphone', 'morphine']","['fentanyl', 'hydrocodone', 'morphine', 'hydromorphone']","['fentanyl', 'hydromorphone', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']","['fentanyl', 'hydromorphone', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']","['fentanyl', 'hydromorphone', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']",6
"Yes!!!  Dude, I still crack up when I think about Vegeta being nice and asking for help from the people of Earth.🤣🤣🤣You can tell it was so unnatural for him, throwing his ego to the side to basically beg for the (weak) people of Earth's help.",F,22326,['beg'],['benzoylecgonine'],[],[],['beg'],['benzoylecgonine'],[],[],[],[],1
Who gives a random pill to their little nephew and lie about what it is I had a good friend of mine overdose on a pressed Xanax bar that was blue they're made in clandestine labs and mixed with barbiturates and Fentanyl luckily he survived you need to have Mike show jony dis pic,T,22350,"['random pill', 'blue', 'clandestine labs', 'fentanyl']","['carfentanil', 'phencyclidine', 'methamphetamine', 'fentanyl']","['blue', 'fentanyl']",['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],"['blue', 'fentanyl']","['methamphetamine', 'fentanyl']",4
"Temptation of easy money by diluting expensive drugs with cheaper ones is too strong, even if it kills. If fentanyl is scary, try carfentanil: potency approximately 10,000 times that of morphine and 100 times that of fentanyl.",F,22483,"['fentanyl', 'carfentanil', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']","['fentanyl', 'carfentanil', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']","['fentanyl', 'carfentanil', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']","['fentanyl', 'carfentanil', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']","['fentanyl', 'carfentanil', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']",4
"Owie, hope da pain can be controlled. Humom got frown from her 🐎 14 yrs ago 1/26. She cares for uz but can't always play. Groin pain lately. Takes morphine, methadone, muscle relaxers ebery day. Nerve pain in hips/back. Has neurostimulater in back to block pain from brain.💖🤗😥",T,22618,"['morphine', 'methadone', 'muscle relaxers', 'nerve pain']","['pregabalin', 'cyclobenzaprine', 'morphine', 'methadone']","['morphine', 'methadone', 'nerve pain']","['pregabalin', 'morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']",4
"If you watched the footage you would see they tried to detain him peacefully, but he didn't comply. He was saying I can't breath before he was even on the ground. His drug cocktail of Morphine, Fentanyl, Meth, Norfentanyl, 11-Hydroxy, Delta-9 THC, caffeine also didn't help him",T,22640,"['morphine', 'fentanyl', 'meth', 'norfentanyl']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']","['morphine', 'fentanyl', 'meth', 'norfentanyl']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']","['morphine', 'fentanyl', 'meth', 'norfentanyl']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']","['morphine', 'fentanyl', 'meth', 'norfentanyl']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']","['morphine', 'fentanyl', 'meth', 'norfentanyl']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']",4
"The UK Government have handed out cannabis licenses for big pharma for almost a decade...but sure, a reality TV star is going to tip the scale... The Home Office should be ashamed to have allowed this to happen; NOBODY should have to beg for medicine!",T,22669,['beg'],['benzoylecgonine'],[],[],['beg'],['benzoylecgonine'],[],[],[],[],1
"btw - with this toe issue, I'm looking forward to the Miller Lite, Codeine, Benadryl induced tweets this weekend.",T,22779,"['codeine', 'benadryl']","['diphenhydramine', 'codeine']",['codeine'],['codeine'],"['codeine', 'benadryl']","['diphenhydramine', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],2
2pm on a Saturday and I haven't touched a stitch of a marijuana. Lacking,F,22994,['2pm'],['diphenhydramine'],[],[],['2pm'],['diphenhydramine'],[],[],[],[],1
I linked system ng/ml toxic dose.  I also linked the paper it came from.  Between fentanyl and norfentanyl he had almost twice the toxic blood threshold.  In addition he also morphine which would amplify both effects.  He was dying of an od.,T,23227,"['fentanyl', 'norfentanyl', 'morphine']","['fentanyl', 'morphine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'morphine']","['fentanyl', 'morphine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'morphine']","['fentanyl', 'morphine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'morphine']","['fentanyl', 'morphine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'morphine']","['fentanyl', 'morphine', 'norfentanyl']",3
"Can I? No, I rely on other medical experts. They are the ones ruling it out. Based on his blood serum concentrations, it sure sounds like it wasn't the issue. Why? Because of the norfentanyl. If you die from a quick overdose, then your body hasn't or can't produce norfentanyl.",T,23383,"['norfentanyl', 'norfentanyl']",['norfentanyl'],"['norfentanyl', 'norfentanyl']",['norfentanyl'],"['norfentanyl', 'norfentanyl']",['norfentanyl'],"['norfentanyl', 'norfentanyl']",['norfentanyl'],"['norfentanyl', 'norfentanyl']",['norfentanyl'],2
Last week I slept three hours sitting upright in my chair but my head was hanging down. My neck was killing me for days after. Not even morphine affected me this much. But now I know to take the Benadryl after I do my WoW chores.,T,23575,"['morphine', 'benadryl']","['diphenhydramine', 'morphine']",['morphine'],['morphine'],"['morphine', 'benadryl']","['diphenhydramine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
I can't take sleeping meds because I'm on morphine 24/7 from injuries. Your take melatonin but that doesn't help too much.,T,23659,"['sleeping meds', 'morphine']","['morphine', 'temazepam']","['sleeping', 'morphine']","['zolpidem', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Nighttime Capsules 1,000mg 60 Ct. Avid Hemp's 1,000mg CBD Nighttime Capsules provide a full spectrum profile. Of all cannabinoids and terpenes naturally found",T,23699,"['cbd', 'capsules', 'hemp', 'cbd', 'capsules', 'terpenes']","['cbd', 'pregabalin', 'delta-9-thc-cooh']","['cbd', 'capsules', 'cbd', 'capsules']","['cbd', 'pregabalin']","['cbd', 'cbd']",['cbd'],"['cbd', 'cbd']",['cbd'],"['cbd', 'hemp', 'cbd', 'terpenes']","['cbd', 'delta-9-thc-cooh']",6
"How to get to heaven! 
Become NEARLY dead. Note carefully do not DIE. 
Get saturated with Morphine and Demerol . 
Take a drug induced trip. 
IF that is NOT what YOU mean by afterlife, then skip this method.",F,23760,"['morphine', 'demerol', 'method']","['meperidine', 'delta-9-thc-cooh', 'morphine']",['morphine'],['morphine'],"['morphine', 'demerol']","['meperidine', 'morphine']",['morphine'],['morphine'],"['morphine', 'method']","['delta-9-thc-cooh', 'morphine']",3
"I am a disabled medical user - CBD does better than my prescription muscle relaxant for muscle pain, THC helps me with anxiety, depression and breakthrough on really bad pain days. I am also on morphine and a handful of other meds that are covered - sadly my cannabis is not.",T,23861,"['cbd', 'muscle relaxant', 'morphine']","['cbd', 'morphine', 'cyclobenzaprine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']",3
"being denied life-saving oxygen. Instead, Löfvenberg explains, she has been instructed to administer Morphine and a muscle relaxer, Midazolam, which helps relieve anxiety while the patients slowly suffocate, sometimes taking days to die.",T,23943,"['morphine', 'muscle relaxer']","['morphine', 'cyclobenzaprine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"""Bitch, real G's move in silence like lasagna"" - 21st century philosopher, Lil' Wayne",T,23951,['silence'],['lorazepam'],[],[],['silence'],['lorazepam'],[],[],[],[],1
Why not investigate the source of fake news and crack upon this ugly practice?,F,24114,['the source'],['zopiclone'],[],[],[],[],[],[],[],[],1
"Yes, it's freedom of speech. Something you like to practice yourself. How about the silence on black men killing each other day in, day out. Now we got status of of druggie/robber (Floyd) and drug dealer (breonna) as the best of black people. Disgusting. How do u sleep at night",T,24121,['silence'],['lorazepam'],[],[],['silence'],['lorazepam'],[],[],[],[],1
"Tomorrow, #420 4/20 💨💨💨 at Cannabis Buyers Club Berkeley #CBCB , 3033 Shattuck Ave, Berkeley, Ca. Come down and buy what you need to celebrate the day. DJ's will be spinnin throughout the day, I'll be on from 1pm-2pm, shoutout",T,24140,"['420', '2pm']","['diphenhydramine', 'delta-9-thc-cooh']",[],[],['2pm'],['diphenhydramine'],[],[],['420'],['delta-9-thc-cooh'],2
I can't take codeine 😩 but I took my muscle relaxer and I finally slept. Thanks!,F,24263,"[' codeine', 'muscle relaxer']","['codeine', 'cyclobenzaprine']",[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],2
"I was once on Duragesic, Actiq, low dose methadone, and 2mg Ativan (1 bid for anxiety & muscle spasms and 2 for insomnia) and I was still allowed to have alcohol (2/night allowed, but I stuck to 1 every couple of months). Now, I get told 5-10mg hydrocodone could kill me",T,24628,"['duragesic', 'actiq', 'methadone', 'ativan', 'hydrocodone']","['fentanyl', 'lorazepam', 'hydrocodone', 'methadone']","['duragesic', 'actiq', 'methadone', 'ativan', 'hydrocodone']","['fentanyl', 'lorazepam', 'hydrocodone', 'methadone']","['duragesic', 'methadone', 'ativan', 'hydrocodone']","['fentanyl', 'lorazepam', 'hydrocodone', 'methadone']","['duragesic', 'actiq', 'methadone', 'ativan', 'hydrocodone']","['fentanyl', 'lorazepam', 'hydrocodone', 'methadone']","['methadone', 'hydrocodone']","['hydrocodone', 'methadone']",5
"Yes they would have. If someone overdoses on opioids it is either instant, or they are sleepy. In GF case it was neither. He didn't die from an overdose, also anything you hear about lethal levels is bs and a misunderstanding of how lethal doses are calculated. They are a range",F,24993,"['overdoses', 'opioids', 'lethal doses']","['carfentanil', 'fentanyl', 'oxycodone']",['opioids'],['hydrocodone'],[],[],[],[],[],[],3
"Here are some drug conversions for various opioids; morphine 10 mg SC is equivalent to Heroin 4 mg SC, Dilaudid 1.5 mg SC, hydrocodone 5-10mg SC, Codeine 10-20 mg SC, OxyContin (oxycodone) 10-15mg SC, Methadone 8-10mg SC, Meperidine (Demerol) 75-100mg SC.",T,25280,"['opioids', 'morphine', 'dilaudid', 'hydrocodone', 'codeine', 'oxycontin', 'oxycodone', 'methadone', 'meperidine', 'demerol']","['methadone', 'hydrocodone', 'hydromorphone', 'codeine', 'meperidine', 'morphine', 'oxycodone']","['opioids', 'morphine', 'dilaudid', 'hydrocodone', 'codeine', 'oxycontin', 'oxycodone', 'methadone', 'meperidine']","['methadone', 'hydrocodone', 'hydromorphone', 'codeine', 'morphine', 'oxycodone']","['morphine', 'dilaudid', 'hydrocodone', 'codeine', 'oxycontin', 'oxycodone', 'methadone', 'meperidine', 'demerol']","['methadone', 'hydrocodone', 'hydromorphone', 'codeine', 'meperidine', 'morphine', 'oxycodone']","['morphine', 'dilaudid', 'hydrocodone', 'codeine', 'oxycontin', 'oxycodone', 'methadone', 'meperidine']","['methadone', 'hydrocodone', 'hydromorphone', 'codeine', 'meperidine', 'morphine', 'oxycodone']","['morphine', 'hydrocodone', 'codeine', 'oxycodone', 'methadone', 'meperidine']","['hydrocodone', 'codeine', 'oxycodone', 'meperidine', 'morphine', 'methadone']",10
The overdose actually occurred earlier that day when he took more than the recommended dose of meth and fentanyl. Enough to kill a few people.,T,25283,"['recommended dose', ' meth', 'fentanyl']","['diphenhydramine', 'methamphetamine', 'fentanyl']","[' meth', 'fentanyl']","['methamphetamine', 'fentanyl']","['meth', 'fentanyl']","['methamphetamine', 'fentanyl']","['meth and', 'fentanyl']","['methamphetamine', 'fentanyl']","['meth', 'fentanyl']","['methamphetamine', 'fentanyl']",3
The Customs officials at #Delhi's Indira Gandhi International Airport have arrested a Ugandan woman for trying to smuggle in heroin capsules by swallowing them.,T,25401,['capsules'],['pregabalin'],['capsules'],['pregabalin'],[],[],[],[],[],[],1
"Are your nurses trained on opioids?. A 8 year old child with 34Kgs was given more than 11Mg of morphine with 900Mg of gabapentin  The nurses didn't seem to be opioid aware, They reported the toxicity signs to the doctor but did not give naloxone for 20 hours",T,25451,"['opioids', 'morphine', 'gabapentin', 'opioid', 'doctor']","['hydrocodone', 'gabapentin', 'mdma', 'morphine', 'oxycodone']","['opioids', 'morphine', 'gabapentin', 'opioid']","['hydrocodone', 'morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin', 'doctor']","['mdma', 'morphine', 'gabapentin']",5
best stuff is kaolin and morphine which you can still beg from the pharmacist if you say you have stomach cramps,T,25495,"['morphine', 'beg']","['benzoylecgonine', 'morphine']",['morphine'],['morphine'],"['morphine', 'beg']","['benzoylecgonine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
Awe. So sorry to hear that.  In desperation I went back on increased dose of long acting morphine and 10mg of short acting. You'd think with that and flexeril that I'd be able to sleep.  But nooo...     hope you start to feel better. Sciatica is a MF.  HUGS. 💕⭕️❌,T,25559,"['morphine', 'short acting', 'flexeril']","['lorazepam', 'morphine', 'cyclobenzaprine']",['morphine'],['morphine'],['morphine'],['morphine'],"['morphine', 'flexeril']","['morphine', 'cyclobenzaprine']",['morphine'],['morphine'],3
Euphoria has my head pounding….rue sweetie you need more than morphine…a tranquilizer maybe. A fucking messsss 🙈😭😳,T,25733,"['morphine', 'tranquilizer']","['xylazine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
Oooo! The Selene Dion terpene. Don't see her much. She's nominated for inclusion in the Cannabis Terpene Hall of Fame (our terpene page ☺️). Along with menthol. What's your vote?,T,25787,['selene'],['meprobamate'],[],[],['selene'],['meprobamate'],[],[],[],[],1
The entire point which you have skewed into irrationality is that 7.5mg of morphine and .5mg of ativan q6hrs is not going to kill anyone. It has usually reached its half life in about 1.5 hrs . If you manage to get 1-2 hrs of relief of pain from it you have done well,T,25789,"['morphine', 'ativan', 'q6hrs', 'relief']","['lorazepam', 'morphine']","['morphine', 'ativan', 'relief']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],4
"Don't Be A Dealer!
We're hosting a #DrugTakeBack event Saturday, 04/24, 10AM-2PM, Nampa Civic Center, 311 3rd St S. 
Clean out your medicine cabinet and turn in your unused prescription drugs so they don't get into the wrong hands
Help prevent drug addition and overdose deaths",T,26582,"['2pm', 'prescription drugs']","['diphenhydramine', 'oxycodone']",[],[],['2pm'],['diphenhydramine'],[],[],[],[],2
"""I take my addicts 
 and make 'em steal, borrow, beg,
 Then they search for a vein 
 in their arm or their leg,""

~  ""King Heroin""",T,26621,['beg'],['benzoylecgonine'],[],[],['beg'],['benzoylecgonine'],[],[],[],[],1
"lmao alright which ones you want ? Codeine , muscle relaxers , or ibuprofen ?",T,26784,"['codeine', 'muscle relaxers']","['codeine', 'cyclobenzaprine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],2
"I've never been stoned. Like, it doesn't work.  Either that, or my expectations of recreating that morphine-ativan high are misplaced.  Le sigh.",T,26997,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
"you're damn straight i'm pissed off that my mother didn't come up to the hospital when I was nearly dead - not a joke. 7/8 bags of fluids, morphine, zopran, ativan, magnesium, plutonics, shots in the stomach that look horrible (my blood doesn't clot -I'm near anemic",T,27556,"['mother', 'morphine', 'ativan']","['lorazepam', 'morphine', 'delta-9-thc-cooh']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['mother', 'morphine']","['morphine', 'delta-9-thc-cooh']",3
"I've told you before. Carfentanil is a Chinese synthetic LIKE fentanyl but has almost no practical use. Carfentanil is a synthetic opioid that is 10,000x  more potent than morphine and 100 times more potent than fentanyl, which itself is 50 times more potent than heroin.",T,27576,"['carfentanil', 'chinese', 'fentanyl', 'carfentanil', 'synthetic opioid', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']","['carfentanil', 'fentanyl', 'carfentanil', 'synthetic opioid', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']","['carfentanil', 'fentanyl', 'carfentanil', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']","['carfentanil', 'fentanyl', 'carfentanil', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']","['carfentanil', 'chinese', 'fentanyl', 'carfentanil', 'morphine', 'fentanyl']","['carfentanil', 'fentanyl', 'morphine']",7
"Have had kidney stones many a time. Unfortunately have a high threshold for pain meds. Doc and nurses were looking for me as I walked out of the bathroom with their sample cup. Said I had enough morphine and demerol in me to knock out a horse, was amazed I was talking & walking.",T,27644,"['pain meds', 'morphine', 'demerol']","['oxymorphone', 'meperidine', 'morphine']","['pain meds', 'morphine']","['oxymorphone', 'morphine']","['morphine', 'demerol']","['meperidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],3
Business Business News Vet tranquilliser now implicated in third of fatal opioid overdose cases in Philadelphia Business Busin...,T,27726,"['tranquilliser', 'opioid']","['hydrocodone', 'xylazine']",['opioid'],['hydrocodone'],[],[],[],[],[],[],2
"People living with substance use disorders often suffer in silence. 

As co-chair of the Opioid Overdose Prevention & Recovery Steering Committee, we're working to reduce stigma and increase equitable access to treatment.

I want you to know there is no shame in seeking help.⤵️",T,27976,"['substance', 'silence', 'opioid']","['methamphetamine', 'lorazepam', 'hydrocodone']",['opioid'],['hydrocodone'],['silence'],['lorazepam'],[],[],[],[],3
What kind of doctor would prescribe strong sleeping meds without first trying a safe cannabis gummy?,T,28054,"['doctor', 'sleeping meds']","['temazepam', 'mdma']",['sleeping'],['zolpidem'],[],[],[],[],['doctor'],['mdma'],2
